Date, Temperature,Relat_Humid,Wind_Speed ,Solar Radi,Surf_Out_ Temp
2017-01-03,0.341745693,93.33333333,0,0,-0.950006408
2017-01-03,-0.024920973,93,0,0,-1.312761705
2017-01-03,-0.024920973,93,0,0,-1.268429426
2017-01-03,-0.024920973,93,0,0,-1.233922355
2017-01-03,-0.024920973,93,0,0,-1.263625676
2017-01-03,-0.024920973,93,0,0,-1.256120642
2017-01-03,-0.024920973,93,0,4.50173626,-0.462617258
2017-01-03,-0.024920973,93,0,5.558687935,-0.308448388
2017-01-03,0.425079027,93.5,0.052018397,7.021090903,0.517610998
2017-01-03,0.875079027,94,0.104036794,8.129442012,1.210726362
2017-01-03,1.325079027,94.5,0.156055191,9.54784024,2.002455356
2017-01-03,1.775079027,95,0.208073588,18.44870828,4.031730441
2017-01-03,2.225079027,95.5,0.260091985,27.92294998,5.631070264
2017-01-03,2.675079027,96,0.312110381,37.58839364,7.308075687
2017-01-03,2.55841236,95.5,0.260091985,47.38912257,8.259794329
2017-01-03,2.441745693,95,0.208073588,57.31910531,9.32559531
2017-01-03,2.325079027,94.5,0.156055191,67.66272753,10.42451262
2017-01-03,2.20841236,94,0.104036794,81.60249717,12.00420463
2017-01-03,2.091745693,93.5,0.052018397,95.88743206,13.53870547
2017-01-03,1.975079027,93,0,110.5126278,15.42171113
2017-01-03,2.641745693,92,0,125.4712733,17.6661997
2017-01-03,3.30841236,91,0,140.7550121,19.81853758
2017-01-03,3.975079027,90,0,170.8252879,23.76153217
2017-01-03,4.641745693,89,0,184.7741517,25.21601964
2017-01-03,5.30841236,88,0,199.0553284,27.25503744
2017-01-03,5.975079027,87,0,213.6233638,29.15491035
2017-01-03,6.175079027,83.33333333,0.104036794,228.4352087,29.51489138
2017-01-03,6.375079027,79.66666667,0.208073588,243.4498311,30.78068927
2017-01-03,6.575079027,76,0.312110381,258.628056,31.92815815
2017-01-03,6.775079027,72.33333333,0.416147175,277.5266859,33.49195251
2017-01-03,6.975079027,68.66666667,0.520183969,314.514399,36.74479363
2017-01-03,7.175079027,65,0.624220763,334.1144482,37.82231229
2017-01-03,7.475079027,64.5,0.946734824,353.7400164,39.06912312
2017-01-03,7.775079027,64,1.269248885,373.2999169,40.33078271
2017-01-03,8.075079027,63.5,1.591762946,392.7049059,41.59711595
2017-01-03,8.375079027,63,1.914277007,413.1211222,38.47028794
2017-01-03,8.675079027,62.5,2.236791067,415.5550177,38.8602588
2017-01-03,8.975079027,62,2.559305128,417.5670653,38.66130671
2017-01-03,9.141745693,61.33333333,2.559305128,419.1468671,38.9754112
2017-01-03,9.30841236,60.66666667,2.559305128,420.2839266,39.16897963
2017-01-03,9.475079027,60,2.559305128,420.9677756,39.34805373
2017-01-03,9.641745693,59.33333333,2.559305128,418.3484509,39.28503132
2017-01-03,9.80841236,58.66666667,2.559305128,415.2576394,39.2280446
2017-01-03,9.975079027,58,2.559305128,411.6958341,39.13547338
2017-01-03,10.05841236,55.5,2.288809464,407.6638041,39.39207978
2017-01-03,10.14174569,53,2.0183138,403.162738,39.58606274
2017-01-03,10.22507903,50.5,1.747818136,398.1943721,44.10845479
2017-01-03,10.30841236,48,1.477322472,379.7113926,41.92278708
2017-01-03,10.39174569,45.5,1.206826808,361.2391531,41.2072973
2017-01-03,10.47507903,43,0.936331144,342.8305938,40.19339896
2017-01-03,10.39174569,45.5,1.206826808,324.537438,38.21674841
2017-01-03,10.30841236,48,1.477322472,306.4098606,36.51131847
2017-01-03,10.22507903,50.5,1.747818136,288.495894,34.81031354
2017-01-03,10.14174569,53,2.0183138,259.2167298,29.06741641
2017-01-03,10.05841236,55.5,2.288809464,231.0908676,27.16963413
2017-01-03,9.975079027,58,2.559305128,191.5612992,23.88443858
2017-01-03,9.641745693,59.33333333,2.351231541,165.7157308,21.97355793
2017-01-03,9.30841236,60.66666667,2.143157953,141.040554,19.91692897
2017-01-03,8.975079027,62,1.935084365,117.6638952,17.8979056
2017-01-03,8.641745693,63.33333333,1.727010778,105.2613301,16.78097821
2017-01-03,8.30841236,64.66666667,1.51893719,93.81852129,15.62106251
2017-01-03,7.975079027,66,1.310863602,77.15303935,13.91594653
2017-01-03,7.941745693,65.5,1.248441526,62.1749944,13.29662948
2017-01-03,7.90841236,65,1.18601945,43.95514762,11.16554518
2017-01-03,7.875079027,64.5,1.123597373,0,5.785340231
2017-01-03,7.841745693,64,1.061175297,0,5.694858544
2017-01-03,7.80841236,63.5,0.998753221,0,5.622340812
2017-01-03,7.775079027,63,0.936331144,0,5.551223791
2017-01-03,6.975079027,66,0.884312748,0,4.660244751
2017-01-03,6.175079027,69,0.832294351,0,3.866307667
2017-01-03,5.375079027,72,0.780275954,0,3.061938549
2017-01-03,4.575079027,75,0.728257557,0,2.256385176
2017-01-03,3.775079027,78,0.67623916,0,1.449902731
2017-01-03,2.975079027,81,0.624220763,0,0.644960489
2017-01-03,2.80841236,80.83333333,0.572202366,0,0.503388821
2017-01-03,2.641745693,80.66666667,0.520183969,0,0.286174488
2017-01-03,2.475079027,80.5,0.468165572,0,0.076007391
2017-01-03,2.30841236,80.33333333,0.416147175,0,-0.13607255
2017-01-03,2.141745693,80.16666667,0.364128778,0,-0.349395116
2017-01-03,1.975079027,80,0.312110381,0,-0.564429847
2017-01-03,2.341745693,80,0.364128778,0,-0.133844913
2017-01-03,2.70841236,80,0.416147175,0,0.235356679
2017-01-03,3.075079027,80,0.468165572,0,0.872958024
2017-01-03,3.441745693,80,0.520183969,0,1.232591003
2017-01-03,3.80841236,80,0.572202366,0,1.61329411
2017-01-03,4.175079027,80,0.624220763,0,1.990976796
2017-01-03,4.025079027,80.16666667,0.520183969,0,1.751202338
